Match_ID,GameMode
7655096427,22
7655050280,22
7654974366,22
7654924996,15
7654893350,15
7652984576,22
7652863969,22
7652553848,15
7652513410,15
7649795695,22
7649704230,22
7649623251,22
7649553439,22
7644078150,15
7644047405,15
7642592337,2
7642492857,2
7642416323,22
7642266640,22
7642121299,22
7642024666,22
7641798830,22
7641693856,22
7641636160,15
7640358470,22
7640269324,22
7640129726,22
7640047325,22
7639943775,22
7639771285,22
7639718237,15
7638593365,15
7638443100,22
7638402844,15
7638371861,15
7638364192,15
7638324229,15
7638215962,22
7636988897,22
7632812006,15
7632789717,15
7632737346,22
7632693138,22
7632662779,15
7632073759,15
7632026498,15
7631349766,15
7631326973,15
7631313669,15
7631272326,15
7631249780,15
7631199462,22
7630894256,22
7630784248,22
7630712366,22
7630496556,22
7630386588,22
7630259323,22
7630193175,15
7629391166,15
7629288090,22
7629202114,22
7629138272,22
7629046881,22
7628936702,22
7628830096,22
7628751561,22
7628565111,22
7628376111,15
7628338100,15
7627572742,15
7627520080,2
7625551319,15
7625481413,22
7625309543,22
7625216911,22
7625213560,22
7623614212,22
7623515708,22
7621122139,22
7621047147,22
7620973124,22
7619783162,22
7619735162,22
7619727691,22
7619683237,22
7619536652,22
7619262972,22
7619185875,22
7619049028,22
7618968422,22
7617285024,15
7617170172,22
7617101645,15
7616059253,22
7616037553,15
7615993887,22
7615921244,22
7615569421,15
7614435735,22
7614415437,22
7612911986,15
7612850583,22
7612601726,22
7612499139,15
7612201257,15
7611935231,15
7611905608,15
7611878731,15
7611873632,15
7611221400,2
7611146864,2
7610523503,15
7610442815,22
7610373877,15
7610348926,15
7609687282,15
7609667214,15
7609397507,15
7609327298,22
7609217108,22
7608700701,15
7607969333,22
7607900545,22
7607343591,22
7607224504,22
7607112314,15
7606818565,15
7606013241,15
7605931720,2
7604991259,22
7604890380,22
7604843890,22
7604807152,22
7603994706,15
7603974004,15
7603948029,15
7603945382,15
7603918058,15
7603825109,22
7603726879,22
7603694491,15
7603657968,15
7603334922,22
7603198197,22
7603093386,22
7603023339,22
7602936474,15
7602139372,15
7602124063,15
7600154750,15
7600004186,22
7599916740,22
7599840830,22
7599769094,22
7599601158,22
7599444935,22
7599363333,22
7592583427,15
7592443278,15
7592294402,15
7592240556,15
7592171120,15
7592136786,15
7582899713,22
7582077689,15
7581617400,22
7580420519,22
7580363474,22
7580309135,22
7580251358,22
7580188519,22
7580141065,22
7579687126,22
7579616321,22
7579527732,22
7579306464,22
7579238682,22
7579189929,15
7574261576,15
7574207623,15
7572962802,15
7572960464,15
7572939727,15
7572912687,22
7572818232,22
7572739672,22
7571403229,15
7571387890,15
7571353884,22
7571293375,22
7571238173,22
7571188079,22
7570760694,15
7569994815,22
7569973843,15
7569938645,22
7569898852,22
7569863885,22
7569811577,22
7569761214,22
7569524049,15
7569446259,15
7569401766,15
7569164127,22
7569018233,22
7568961143,22
7568286215,15
7568257700,15
7568186592,2
7568065868,2
7567941674,2
7567892127,15
7567864226,15
7567830717,15
7567315271,15
7567261018,15
7566554297,15
7566536977,15
7566509660,15
7566458291,22
7566359988,22
7565913977,22
7565031354,15
7564977032,22
7564941040,22
7564431376,22
7564352719,22
7564266519,22
7564071578,15
7564069310,15
7563614720,15
7563612963,15
7563602172,15
7563563969,22
7563232817,22
7563180131,15
7563070851,22
7563013914,22
7562679378,22
7562634700,22
7562190842,15
7562157200,22
7562094067,22
7562046427,22
7560711402,22
7560664447,22
7560595340,22
7559374159,2
7559316969,2
7559315364,2
7559238144,2
7559168751,2
7558798949,22
7557721292,15
7557618376,2
7557507459,2
7557431337,2
7556056109,22
7556024339,22
7554503602,22
7554418127,22
7554172251,22
7554165675,22
7553122890,22
7553088481,22
7552213454,15
7551710595,15
7551664235,2
7551589289,2
7551519781,22
7551003009,22
7550770189,15
7550752056,15
7550310717,15
7550266298,22
7550211554,22
7550123353,22
7549951841,15
7549901810,15
7549692533,15
7549530616,22
7549496424,15
7549425236,22
7549353767,22
7548855511,22
7548753630,22
7548703249,15
7545418329,2
7545360879,2
7545299389,2
7544898927,22
7544818205,22
7543764670,22
7543730211,22
7543341877,22
7543278509,22
7540970323,15
7540941004,22
7540901682,22
7540889183,22
7539498083,22
7539445476,2
7539390890,2
7538808714,22
7538736483,22
7538065174,2
7538005803,2
7537937432,2
7537808465,15
7537774926,15
7537570106,22
7536417209,15
7536368049,22
7536315346,2
7536243938,2
7536194606,15
7536129718,22
7536033173,22
7535976056,22
7534500866,22
7534429766,22
7534354668,22
7530075993,22
7529976962,22
7528660168,22
7528600883,22
7528544909,22
7528484732,22
7528472456,15
7528230002,22
7527165342,22
7527124845,22
7526856641,22
7526590172,15
7526534855,15
7526469037,15
7525306141,22
7525244793,22
7525241370,15
7525197167,15
7523576421,22
7523552554,15
7523473062,22
7523416231,22
7523376828,22
7523251271,22
7523119075,22
7523057213,22
7523008014,15
7522934872,15
7522754268,22
7522661585,22
7522521898,15
7521874584,22
7521837405,22
7521775856,22
7521718389,22
7521673339,22
7521636440,15
7521055306,15
7521004728,15
7520947019,22
7520265898,22
7520216846,22
7520143779,22
7519773599,22
7517173932,22
7517147011,22
7517103322,22
7516902141,22
7516848076,22
7516796115,22
7515225555,22
7515058037,15
7515034529,15
7515009702,15
7512263502,22
7511871739,15
7511764037,22
7511669910,22
7510781958,22
7510643630,22
7510554428,22
7510491673,22
7510422560,22
7508917235,15
7508874138,15
7508837904,15
7508801303,15
7508716822,22
7508534316,22
7508464138,22
7508363468,22
7508258174,15
7508234365,15
7508214550,15
7508189869,15
7507684424,22
7507650034,22
7507565999,22
7507492780,22
7507293605,22
7507163433,22
7507072291,22
7506987471,22
7506828872,15
7506728900,22
7506100959,22
7506035108,22
7505980981,15
7505615040,22
7505557192,22
7505436684,22
7505317026,22
7505217573,22
7504643694,22
7504582788,22
7504322795,15
7504257218,22
7504192472,22
7504112894,22
7504019252,22
7503925121,22
7502960212,15
7502904219,22
7502855926,2
7502838250,15
7502745498,2
7502678977,2
7502550760,15
7502534718,22
7502429463,22
7502405674,22
7502289292,22
7502275183,15
7502029521,22
7501948610,22
7501873536,22
7501835512,15
7501749770,15
7500791763,15
7500787832,15
7500754973,15
7500631773,22
7500544722,22
7500415128,22
7500352054,22
7500057483,15
7499070788,22
7498876401,22
7498868210,22
7498808551,22
7498749034,22
7498708364,22
7480204690,15
7480161522,15
7472855821,22
7472779288,22
7471504498,22
7471378059,22
7471317153,22
7471261001,22
7471168145,22
7470847549,22
7470763789,22
7470672800,22
7470577427,22
7470482648,15
7470439299,15
7470406939,15
7470385139,15
7469627850,22
7469518799,22
7469442097,22
7469352340,22
7469284020,22
7468782224,22
7467716659,22
7466210981,22
7464776815,22
7464711646,22
7464671922,22
7464629640,22
7464624173,15
7463162411,22
7463101303,22
7461773222,22
7454913183,15
7454842238,22
7454777064,15
7448201964,22
7448136264,22
7448032439,22
7446566683,15
7446542813,15
7446521688,15
7446501985,15
7445654839,22
7445511186,22
7444464673,22
7444422150,22
7439484774,22
7439452637,22
7439387622,22
7439381441,22
7438953585,22
7437727423,22
7437659519,22
7437329092,22
7431345967,22
7429199724,22
7429023219,22
7428896920,22
7426845273,22
7425740540,23
7425710921,23
7425694859,23
7425668505,23
7425648507,23
7425396978,23
7425304817,22
7425197585,22
7424942895,22
7424805174,22
7424700799,22
7424585578,22
7423709982,23
7423664762,22
7423611102,22
7423573097,22
7423495026,22
7422480757,22
7421628735,23
7421601985,23
7421574099,22
7421515516,22
7421472660,22
7421417449,22
7421349973,22
7421261403,22
7420824232,22
7416544354,22
7416524803,23
7416503248,23
7416475764,23
7416422244,22
7416327693,22
7416237699,22
7415323809,22
7414943312,22
7414894725,22
7413975178,22
7413891458,22
7413406257,22
7413288556,22
7413143190,22
7412993383,22
7412867088,22
7412706681,22
7412489832,22
7411777064,22
7411716075,22
7411365866,22
7411314760,23
7411213056,22
7411130486,22
7410472876,22
7409682408,22
7409676011,22
7409204692,22
7409151562,23
7409080848,22
7406371601,22
7404485959,23
7404482854,23
7404083183,22
7403973238,22
7402935582,23
7402905884,23
7402888956,23
7402783339,23
7402708174,23
7401926497,23
7401822381,22
7401230373,22
7401228017,22
7401197665,22
7401164915,22
